dataset/algo,abalone,anneal,arrhythmia,audiology,autos,balance-scale,baseball,braziltourism,breast-cancer,breast-w,bridges_version1,bridges_version2,car,cmc,colic,colic.ORIG,credit-a,credit-g,cylinder-bands,dermatology,diabetes,ecoli,glass,haberman,hayes-roth_test,hayes-roth_train,heart-c,heart-h,heart-statlog,hepatitis,hypothyroid,ionosphere,iris,kr-vs-kp,kropt,labor,letter,liver-disorders,lung-cancer,lymph,molecular-biology_promoters,monks-problems-1_test,monks-problems-1_train,monks-problems-2_test,monks-problems-2_train,monks-problems-3_test,monks-problems-3_train,mushroom,nursery,optdigits,page-blocks,pendigits,postoperative-patient-data,primary-tumor,satimage,segment,shuttle-landing-control,sick,solar-flare_1,solar-flare_2,sonar,soybean,spambase,spectf_test,spectf_train,spect_test,spect_train,splice,tae,tic-tac-toe,vehicle,vote,vowel,waveform-5000,yeast,zoo
MultiBoostAB-I-40-DecisionStump,0.209959,0.836303,0.55531,0.464602,0.44878,0.7232,0.907214,0.771845,0.717949,0.954425,0.571429,0.571429,0.700231,0.42702,0.836309,0.840839,0.857899,0.716429,0.726455,0.502732,0.756076,0.645833,0.448598,0.74183,0.62585,0.431818,0.839384,0.810884,0.814109,0.821813,0.932131,0.898148,0.943492,0.938688,0.18873,0.885547,0.0709,0.697861,0.5,0.744208,0.895328,0.75,0.720046,0.662478,0.530854,0.994709,0.912568,0.974514,0.662257,0.197509,0.931299,0.203785,0.701587,0.289086,0.437947,0.285714,0.720635,0.971381,0.467492,0.534709,0.792353,0.279649,0.903282,0.821561,0.783929,0.919786,0.730952,0.866577,0.377483,0.734268,0.399527,0.955118,0.173737,0.67201,0.407008,0.60396
MultiBoostAB-I-80-DecisionStump,0.209959,0.836303,0.55531,0.464602,0.44878,0.7232,0.906716,0.771845,0.718781,0.954629,0.571429,0.571429,0.700231,0.42702,0.839545,0.849249,0.866874,0.731286,0.728748,0.502732,0.756634,0.645833,0.448598,0.74681,0.62585,0.431818,0.843627,0.815517,0.8194,0.822734,0.932131,0.924841,0.952063,0.938986,0.18873,0.894737,0.0709,0.721877,0.5,0.744208,0.897574,0.75,0.707757,0.644213,0.522119,1,0.909446,0.985094,0.6625,0.197509,0.931299,0.203785,0.701587,0.289086,0.437947,0.285714,0.676191,0.972791,0.467492,0.534709,0.833104,0.279649,0.917947,0.822446,0.825595,0.919277,0.743452,0.867085,0.377483,0.748136,0.399527,0.96092,0.173737,0.6744,0.407008,0.60396
J48-C-0.01..0.1-M-10..15,0.260426,0.964514,0.700379,0.682891,0.645528,0.7536,0.932537,0.763592,0.753497,0.940936,0.601361,0.618254,0.881944,0.54243,0.858696,0.665489,0.847101,0.698333,0.668519,0.916211,0.749132,0.819048,0.641355,0.73366,0.5,0.386364,0.778878,0.807256,0.802963,0.845161,0.992223,0.891738,0.94,0.976878,0.521493,0.783626,0.821219,0.664855,0.510417,0.753003,0.721698,0.805556,0.739247,0.671296,0.616864,0.979166,0.871585,0.998502,0.958842,0.878078,0.967944,0.94452,0.711111,0.396263,0.780241,0.951602,0.6,0.983961,0.713622,0.746717,0.705769,0.801757,0.917347,0.784387,0.68125,0.919786,0.71875,0.914812,0.480132,0.768267,0.736407,0.956322,0.666162,0.76504,0.570193,0.831683
J48-C-0.01..0.1-M-15..20,0.264903,0.960328,0.69115,0.660029,0.590244,0.7232,0.931592,0.770874,0.755245,0.940825,0.561905,0.503809,0.83416,0.54501,0.858696,0.660628,0.850242,0.699667,0.65037,0.919741,0.751488,0.805059,0.617861,0.724264,0.5,0.448232,0.757426,0.809524,0.764198,0.791398,0.991516,0.900855,0.94,0.970119,0.491754,0.696742,0.802378,0.655964,0.40625,0.727477,0.732704,0.787037,0.725806,0.671296,0.621302,0.972222,0.836066,0.999207,0.954308,0.862782,0.967659,0.939239,0.711111,0.383973,0.850389,0.945455,0.6,0.960235,0.713106,0.747811,0.692308,0.751098,0.912255,0.76518,0.685,0.919786,0.708333,0.922257,0.476821,0.795059,0.717258,0.956322,0.630808,0.76305,0.575876,0.766336
J48-C-0.01..0.1-M-2..5,0.236171,0.983982,0.653392,0.759695,0.760209,0.755,0.938304,0.765397,0.747441,0.949929,0.614418,0.586586,0.879042,0.539139,0.857509,0.662622,0.850206,0.699433,0.580023,0.933333,0.741748,0.830357,0.653847,0.733684,0.607143,0.80303,0.763027,0.81051,0.778519,0.836457,0.995141,0.905845,0.944375,0.991727,0.482822,0.737104,0.875401,0.672953,0.512695,0.756348,0.776533,0.905093,0.778604,0.671296,0.615385,0.984664,0.907274,1,0.9563,0.907344,0.969647,0.964152,0.711111,0.40307,0.869285,0.967581,0.6,0.985511,0.732391,0.749546,0.696532,0.91043,0.925811,0.763302,0.737305,0.919786,0.645703,0.934885,0.531507,0.834788,0.732692,0.960058,0.80565,0.759962,0.582242,0.920637
J48-C-0.01..0.1-M-5..10,0.249761,0.96882,0.693363,0.676106,0.673713,0.76,0.934577,0.766019,0.748252,0.947496,0.663095,0.649524,0.869791,0.535981,0.858696,0.661102,0.849897,0.699,0.662346,0.91612,0.742708,0.813492,0.640187,0.72549,0.589286,0.676768,0.784745,0.802343,0.795185,0.829032,0.993549,0.905983,0.94,0.982999,0.48449,0.768421,0.836869,0.666253,0.575,0.746139,0.761006,0.9,0.745967,0.708796,0.611834,0.992064,0.92623,0.999467,0.968682,0.890629,0.969243,0.952002,0.711111,0.399494,0.864386,0.955584,0.6,0.985375,0.724458,0.747387,0.759616,0.846999,0.921408,0.785874,0.710417,0.919786,0.692857,0.935549,0.530747,0.852688,0.735224,0.954943,0.74101,0.7682,0.573643,0.87553
J48-C-0.1..0.25-M-10..15,0.249687,0.96317,0.693602,0.631299,0.577763,0.7462,0.927612,0.76699,0.725698,0.936739,0.570829,0.57479,0.851847,0.538822,0.853306,0.667141,0.857024,0.715264,0.639302,0.909416,0.742297,0.799073,0.617502,0.728954,0.482,0.430679,0.763064,0.799487,0.794105,0.818971,0.991016,0.879782,0.939339,0.973294,0.504135,0.731807,0.803999,0.650123,0.427611,0.745098,0.744661,0.769407,0.731955,0.651645,0.579616,0.971554,0.819195,0.998626,0.946804,0.867917,0.966962,0.937825,0.710177,0.380709,0.855653,0.944456,0.596825,0.982233,0.707325,0.748322,0.712752,0.781597,0.910864,0.785857,0.656618,0.919786,0.670225,0.917602,0.466165,0.809782,0.713963,0.953999,0.603943,0.758473,0.568626,0.806829
J48-C-0.1..0.25-M-15..20,0.256731,0.961033,0.677553,0.584828,0.548989,0.722631,0.927966,0.769485,0.723914,0.932998,0.531658,0.499394,0.846163,0.539606,0.853628,0.666304,0.85229,0.716143,0.630599,0.88711,0.740919,0.787765,0.593458,0.723647,0.483036,0.430183,0.760077,0.804174,0.761328,0.789923,0.99118,0.894866,0.939751,0.968598,0.496111,0.692551,0.784354,0.652661,0.40625,0.717181,0.743508,0.76153,0.717609,0.65494,0.595835,0.96654,0.805926,0.997903,0.941805,0.854398,0.965245,0.929213,0.71067,0.373713,0.851011,0.937491,0.5936,0.980904,0.695321,0.750068,0.706344,0.733309,0.907737,0.7765,0.68025,0.919786,0.678862,0.911994,0.441636,0.80341,0.696419,0.956322,0.583696,0.757498,0.570797,0.702582
J48-C-0.1..0.25-M-2..5,0.225804,0.982777,0.666667,0.752018,0.737085,0.764579,0.9338,0.760954,0.730395,0.944024,0.620317,0.606156,0.906836,0.526665,0.851125,0.665366,0.85509,0.707532,0.609179,0.933076,0.739583,0.822035,0.655633,0.724156,0.583485,0.798811,0.770842,0.797799,0.777388,0.81869,0.995212,0.899859,0.952335,0.991044,0.567363,0.749435,0.860999,0.667058,0.547736,0.763241,0.782587,0.924024,0.77931,0.684082,0.585799,0.997599,0.920948,0.999765,0.967188,0.895877,0.968532,0.9583,0.698848,0.402253,0.863059,0.960648,0.588962,0.986648,0.718038,0.744395,0.711891,0.899717,0.925352,0.759319,0.711092,0.910744,0.670391,0.93917,0.552735,0.849761,0.723102,0.960283,0.758459,0.755531,0.566394,0.903685
J48-C-0.1..0.25-M-5..10,0.248031,0.966395,0.700256,0.665589,0.640429,0.757413,0.929344,0.761043,0.719318,0.941578,0.631591,0.62737,0.879579,0.533503,0.850685,0.668936,0.855511,0.710324,0.647404,0.921149,0.741698,0.800014,0.642958,0.728349,0.509712,0.599666,0.770055,0.796874,0.795311,0.820329,0.992305,0.888555,0.937684,0.980152,0.518156,0.752153,0.822497,0.646654,0.51619,0.747926,0.743019,0.83928,0.741321,0.658364,0.582752,0.987875,0.901714,0.999319,0.953835,0.879212,0.969019,0.944871,0.705033,0.389684,0.857465,0.948418,0.595699,0.983726,0.712045,0.746351,0.733511,0.829735,0.917283,0.784935,0.672601,0.91706,0.682738,0.929612,0.515537,0.831165,0.72053,0.95652,0.661261,0.759802,0.568746,0.835678
J48-C-0.25..0.5-M-10..15,0.238753,0.965008,0.699885,0.689304,0.630038,0.756089,0.931567,0.758826,0.74289,0.940486,0.622222,0.619876,0.906291,0.540953,0.858696,0.677339,0.864079,0.719538,0.665093,0.917881,0.743417,0.806547,0.633879,0.725354,0.5,0.422494,0.770336,0.795692,0.821399,0.835236,0.991741,0.889126,0.94,0.977177,0.476529,0.785297,0.821691,0.677617,0.458333,0.74451,0.745283,0.791898,0.726478,0.671065,0.553523,0.974867,0.828552,0.998983,0.954532,0.877343,0.968537,0.945983,0.710101,0.387414,0.862675,0.950505,0.6,0.984131,0.727864,0.746802,0.709135,0.805271,0.914934,0.778954,0.672115,0.919786,0.697321,0.928592,0.517384,0.872999,0.728807,0.950679,0.662963,0.759636,0.565027,0.831683
J48-C-0.25..0.5-M-15..20,0.246246,0.961247,0.687202,0.65354,0.596283,0.711663,0.930348,0.763107,0.748077,0.939557,0.554285,0.529004,0.849511,0.546639,0.860249,0.683319,0.858893,0.722118,0.651852,0.916211,0.742043,0.808036,0.585212,0.716095,0.5,0.444741,0.788779,0.807483,0.778601,0.796129,0.991516,0.899064,0.94,0.972987,0.51522,0.70802,0.800843,0.677815,0.40625,0.740064,0.730189,0.765542,0.698925,0.648148,0.550296,0.972222,0.829235,0.998113,0.948049,0.865,0.967885,0.938102,0.709804,0.387274,0.851788,0.946794,0.6,0.981601,0.71259,0.746047,0.694551,0.753682,0.910199,0.760223,0.70625,0.919786,0.72,0.914044,0.462315,0.840618,0.714342,0.956322,0.622828,0.7593,0.574236,0.735502
J48-C-0.25..0.5-M-2..5,0.209398,0.984169,0.639515,0.775719,0.810949,0.770463,0.934525,0.753236,0.741678,0.945665,0.588121,0.593682,0.935969,0.509949,0.849411,0.66362,0.861088,0.700284,0.58376,0.945147,0.729287,0.839531,0.672075,0.730805,0.574469,0.801175,0.777825,0.795777,0.775468,0.825097,0.995734,0.913756,0.95978,0.993511,0.581068,0.764803,0.87937,0.686745,0.532353,0.771474,0.809559,0.972976,0.819162,0.625134,0.55184,1,0.930643,0.99999,0.974613,0.906608,0.968163,0.96537,0.679398,0.406636,0.861555,0.970011,0.584615,0.989023,0.71696,0.738811,0.70375,0.919565,0.926855,0.75191,0.736638,0.905466,0.684444,0.938074,0.593124,0.859305,0.726119,0.96302,0.817965,0.750756,0.556678,0.920022
J48-C-0.25..0.5-M-5..10,0.234179,0.971047,0.688883,0.69107,0.686778,0.7661,0.932463,0.761731,0.732826,0.9497,0.669173,0.663492,0.896451,0.536584,0.85462,0.677898,0.858564,0.708556,0.664749,0.919126,0.739648,0.806547,0.660631,0.729412,0.592857,0.716942,0.792079,0.781888,0.806043,0.82043,0.993486,0.89011,0.937778,0.983847,0.585202,0.766532,0.845285,0.673379,0.56875,0.767455,0.745283,0.871914,0.744624,0.710317,0.56213,0.998677,0.934426,0.999807,0.959301,0.88972,0.969354,0.953617,0.705848,0.387168,0.861586,0.955059,0.6,0.986015,0.726669,0.737805,0.758136,0.870669,0.923464,0.772305,0.7,0.919786,0.695833,0.937426,0.554967,0.860015,0.734043,0.957471,0.727879,0.76512,0.560358,0.872937
J48-C-0.5..0.75-M-10..15,0.234687,0.957823,0.694979,0.68208,0.629512,0.758476,0.93069,0.760316,0.733443,0.943905,0.620728,0.63873,0.831676,0.534454,0.851902,0.678825,0.860507,0.71425,0.670949,0.922435,0.737038,0.806818,0.636215,0.732752,0.5,0.442424,0.795746,0.782086,0.823889,0.825806,0.991819,0.878205,0.94,0.976958,0.558954,0.785715,0.821087,0.681884,0.464286,0.747866,0.718553,0.797068,0.72043,0.606018,0.530572,0.974537,0.903279,0.999085,0.955386,0.877046,0.96839,0.946355,0.704444,0.382825,0.857231,0.950325,0.6,0.984703,0.726522,0.742026,0.708428,0.806654,0.9105,0.774474,0.673437,0.919786,0.7,0.924113,0.504047,0.846903,0.725079,0.949425,0.652694,0.75865,0.553123,0.831683
J48-C-0.5..0.75-M-15..20,0.248264,0.960853,0.684479,0.642634,0.610479,0.712369,0.929105,0.76699,0.745726,0.942707,0.561905,0.517857,0.826719,0.539327,0.856522,0.669746,0.858609,0.711625,0.64302,0.914006,0.741486,0.809524,0.592679,0.72549,0.5,0.455151,0.781657,0.804291,0.783565,0.793548,0.991516,0.898386,0.94,0.972416,0.515434,0.71345,0.80024,0.678261,0.40625,0.724421,0.733491,0.756481,0.733871,0.593056,0.54142,0.972222,0.808744,0.997738,0.947261,0.863919,0.967416,0.938921,0.709028,0.389872,0.780241,0.946244,0.6,0.981624,0.697368,0.743902,0.694551,0.772785,0.909812,0.742875,0.7,0.919786,0.716667,0.914357,0.453229,0.853375,0.713303,0.956322,0.617845,0.75892,0.561208,0.732673
J48-C-0.5..0.75-M-2..5,0.207575,0.985866,0.628245,0.760177,0.8215,0.789655,0.927472,0.712651,0.69553,0.93875,0.593171,0.610268,0.936952,0.491615,0.829891,0.677626,0.823007,0.68438,0.597009,0.944914,0.728427,0.833609,0.668388,0.704634,0.57672,0.795009,0.774582,0.801332,0.754664,0.813956,0.995722,0.911624,0.959861,0.993863,0.590907,0.78323,0.878217,0.68701,0.506944,0.772648,0.821321,0.973102,0.808665,0.526389,0.487502,1,0.896175,0.999983,0.987639,0.905992,0.966552,0.964803,0.601533,0.410839,0.859487,0.968885,0.529251,0.987635,0.716751,0.735929,0.699104,0.911807,0.924565,0.749398,0.732,0.860963,0.698529,0.75448,0.58438,0.861006,0.727077,0.96092,0.831515,0.749583,0.548274,0.919239
J48-C-0.5..0.75-M-5..10,0.231854,0.971464,0.69088,0.693584,0.674564,0.766316,0.92869,0.743022,0.709313,0.949785,0.668707,0.657936,0.889661,0.52786,0.84526,0.681871,0.85641,0.698667,0.688671,0.930176,0.734145,0.801136,0.660846,0.721706,0.537088,0.775568,0.770336,0.772676,0.80582,0.834408,0.993444,0.888889,0.937333,0.983065,0.584991,0.783626,0.840341,0.681353,0.542969,0.769627,0.746631,0.862847,0.756913,0.61088,0.553583,0.997222,0.934426,0.999809,0.964789,0.889477,0.970174,0.9525,0.67381,0.380263,0.860498,0.954291,0.6,0.985419,0.728173,0.733181,0.755917,0.864649,0.921146,0.779994,0.698611,0.914438,0.695312,0.927255,0.565121,0.846671,0.730666,0.958161,0.735445,0.761855,0.551438,0.873087
J48-C-0.75..1-M-10..15,0.23299,0.96147,0.691372,0.678012,0.632372,0.76608,0.929531,0.761789,0.732209,0.941881,0.613968,0.630769,0.863271,0.53451,0.852174,0.668988,0.863844,0.713077,0.672531,0.924969,0.738607,0.806547,0.638063,0.732182,0.5,0.433155,0.786097,0.790087,0.823529,0.825,0.991605,0.885565,0.94,0.97735,0.592256,0.788304,0.820956,0.677127,0.463542,0.750422,0.710242,0.799383,0.715438,0.599151,0.531699,0.973765,0.913349,0.998804,0.954552,0.877361,0.968628,0.946084,0.704762,0.382217,0.780241,0.950794,0.6,0.98468,0.721878,0.741088,0.709135,0.803488,0.910706,0.7829,0.669643,0.919786,0.683333,0.920794,0.5149,0.808428,0.728723,0.949425,0.661039,0.75892,0.558513,0.831683
J48-C-0.75..1-M-15..20,0.243476,0.96121,0.684102,0.64104,0.607927,0.71248,0.929944,0.768031,0.743932,0.94355,0.560317,0.544127,0.848424,0.536456,0.857337,0.67036,0.858664,0.716,0.656019,0.911885,0.742448,0.814536,0.58851,0.726424,0.5,0.450505,0.775342,0.807431,0.779772,0.805376,0.990868,0.898006,0.94,0.972883,0.52855,0.709551,0.800609,0.676125,0.40625,0.729167,0.744235,0.768982,0.708525,0.597801,0.537147,0.972222,0.82541,0.998096,0.951608,0.864868,0.96801,0.939203,0.708333,0.381121,0.780241,0.946387,0.6,0.981234,0.71517,0.743082,0.693722,0.749341,0.908961,0.755111,0.68375,0.919786,0.705,0.916999,0.448262,0.839053,0.710402,0.956322,0.627525,0.756644,0.561246,0.783168
J48-C-0.75..1-M-2..5,0.207476,0.984251,0.626593,0.759412,0.819335,0.790611,0.927521,0.712631,0.696375,0.939091,0.591575,0.611195,0.935926,0.48894,0.828702,0.676413,0.822826,0.684696,0.595569,0.944819,0.728413,0.834738,0.670214,0.702843,0.57493,0.794727,0.7757,0.796694,0.755681,0.813575,0.995721,0.912749,0.959864,0.993748,0.590733,0.788743,0.877859,0.686906,0.509511,0.775217,0.823967,0.979828,0.810484,0.51404,0.484098,1,0.89541,0.999975,0.987162,0.905665,0.966526,0.964874,0.601361,0.413451,0.859755,0.969094,0.533333,0.987545,0.717492,0.736163,0.697705,0.912695,0.924614,0.74938,0.7295,0.86074,0.699219,0.750413,0.58242,0.859102,0.727251,0.960824,0.832612,0.749612,0.548229,0.92016
J48-C-0.75..1-M-5..10,0.229271,0.974387,0.689989,0.692478,0.677778,0.766523,0.927985,0.74555,0.714258,0.949127,0.673292,0.659627,0.903391,0.529599,0.847656,0.691123,0.855556,0.698588,0.670513,0.92848,0.738582,0.802827,0.660108,0.722004,0.595238,0.687121,0.763037,0.772632,0.806838,0.835484,0.993425,0.888889,0.938333,0.984953,0.582228,0.785263,0.83992,0.683575,0.578125,0.762162,0.751572,0.847222,0.772581,0.647487,0.560158,0.998148,0.932377,0.999861,0.959131,0.889423,0.969268,0.952652,0.675556,0.384324,0.861742,0.953679,0.6,0.984529,0.727554,0.734209,0.755108,0.860523,0.92158,0.776952,0.69375,0.904507,0.6975,0.92942,0.567329,0.8262,0.728658,0.956705,0.729004,0.7622,0.550876,0.851485
OneR-B-<10,0.220573,0.836303,0.533739,0.464602,0.668293,0.5632,0.906716,0.751618,0.657343,0.927039,0.152381,0.152381,0.700231,0.481161,0.815217,0.67663,0.855072,0.64775,0.496296,0.497268,0.67806,0.619048,0.525701,0.740741,0.589285,0.439394,0.674368,0.785714,0.651852,0.765591,0.9658,0.814815,0.931111,0.664581,0.247968,0.74269,0.17235,0.57971,0.40625,0.75,0.5,0.75,0.733871,0.671296,0.585799,0.805556,0.778689,0.985229,0.709722,0.269929,0.936872,0.389875,0.677778,0.274336,0.6,0.633225,0.666667,0.963327,0.547988,0.614447,0.635817,0.399707,0.764689,0.726146,0.6125,0.919786,0.725,0.243574,0.432119,0.699374,0.505023,0.956322,0.318182,0.528933,0.399596,0.425743
OneR-B-10,0.248935,0.836303,0.576327,0.464602,0.543902,0.567543,0.906716,0.766643,0.65812,0.925608,0.152381,0.152381,0.700231,0.478615,0.815217,0.677989,0.855072,0.683714,0.496913,0.498179,0.732259,0.643283,0.557632,0.726797,0.46875,0.429654,0.719472,0.789682,0.718519,0.83318,0.965756,0.821225,0.931667,0.665743,0.247968,0.74269,0.1722,0.571739,0.40625,0.749249,0.5,0.75,0.733871,0.671296,0.585799,0.805556,0.778689,0.985229,0.709722,0.270077,0.936634,0.38992,0.677778,0.274336,0.599533,0.649784,0.666667,0.963349,0.547988,0.614447,0.656593,0.399289,0.786052,0.769517,0.73,0.919786,0.725,0.243664,0.479305,0.699374,0.515535,0.956322,0.33064,0.54525,0.404987,0.425743
OneR-B-100,0.25741,0.836303,0.595133,0.464602,0.487805,0.5632,0.906716,0.769417,0.657343,0.90701,0.152381,0.152381,0.700231,0.48201,0.815217,0.67663,0.855072,0.717,0.496296,0.497268,0.737956,0.557539,0.35514,0.730392,0.5,0.378788,0.716172,0.785714,0.718518,0.845161,0.956853,0.673315,0.333333,0.664581,0.247968,0.807018,0.17235,0.573913,0.40625,0.75,0.5,0.75,0.733871,0.671296,0.585799,0.805556,0.778689,0.985229,0.709722,0.254923,0.924112,0.389852,0.677778,0.274336,0.780241,0.57645,0.666667,0.954401,0.547988,0.614447,0.527243,0.399707,0.787293,0.797398,0.5,0.919786,0.725,0.243574,0.344371,0.699374,0.459811,0.956322,0,0.5651,0.37354,0.425743
OneR-B-20,0.262762,0.836303,0.586283,0.464602,0.485714,0.5632,0.906716,0.769417,0.657343,0.925751,0.152381,0.152381,0.700231,0.480923,0.815217,0.67663,0.855072,0.7155,0.496296,0.497268,0.734664,0.637401,0.52737,0.734827,0.5,0.439394,0.716172,0.785714,0.725926,0.835944,0.966384,0.789174,0.896667,0.664581,0.247968,0.807018,0.17235,0.597681,0.40625,0.75,0.5,0.75,0.733871,0.671296,0.585799,0.805556,0.778689,0.985229,0.709722,0.271975,0.934131,0.391869,0.677778,0.274336,0.597356,0.643723,0.666667,0.964034,0.547988,0.614447,0.70406,0.399707,0.781497,0.786511,0.726562,0.919786,0.725,0.243574,0.385762,0.699374,0.510638,0.956322,0.347854,0.5554,0.410125,0.425743
OneR-B-30,0.265142,0.836303,0.586652,0.464602,0.487805,0.5632,0.906716,0.769417,0.657343,0.919027,0.152381,0.152381,0.700231,0.48201,0.815217,0.67663,0.855072,0.717,0.496296,0.497268,0.738715,0.610615,0.498665,0.734827,0.5,0.372295,0.716172,0.785714,0.725926,0.845161,0.968054,0.823362,0.931111,0.664581,0.247968,0.807018,0.17235,0.592961,0.40625,0.75,0.5,0.75,0.733871,0.671296,0.585799,0.805556,0.778689,0.985229,0.709722,0.271149,0.935593,0.398096,0.677778,0.274336,0.600933,0.638788,0.666667,0.962657,0.547988,0.614447,0.679945,0.399707,0.780948,0.790583,0.6375,0.919786,0.725,0.243574,0.406623,0.699374,0.511525,0.956322,0.343266,0.5579,0.402796,0.425743
OneR-B-40,0.264951,0.836303,0.595133,0.464602,0.487805,0.5632,0.906716,0.769417,0.657343,0.927039,0.152381,0.152381,0.700231,0.482095,0.815217,0.67663,0.855072,0.717,0.496296,0.497268,0.739955,0.594246,0.505841,0.731209,0.5,0.395455,0.716172,0.785714,0.725926,0.845161,0.966099,0.826211,0.932381,0.664581,0.247968,0.807018,0.17235,0.563285,0.40625,0.75,0.5,0.75,0.733871,0.671296,0.585799,0.805556,0.778689,0.985229,0.709722,0.269878,0.935228,0.396234,0.677778,0.274336,0.780241,0.618236,0.666667,0.960532,0.547988,0.614447,0.677885,0.399707,0.780084,0.786452,0.522917,0.919786,0.725,0.243574,0.352097,0.699374,0.491923,0.956322,0.326936,0.56252,0.404505,0.425743
OneR-B-50,0.26618,0.836303,0.590708,0.464602,0.487805,0.5632,0.906716,0.769417,0.657343,0.927039,0.152381,0.152381,0.700231,0.479973,0.815217,0.67663,0.855072,0.717,0.496296,0.497268,0.739421,0.595663,0.489875,0.718954,0.5,0.392045,0.716172,0.785714,0.725926,0.839785,0.966331,0.826211,0.333333,0.664581,0.247968,0.807018,0.17235,0.56,0.40625,0.75,0.5,0.75,0.733871,0.671296,0.585799,0.805556,0.778689,0.985229,0.709722,0.269128,0.93541,0.393286,0.677778,0.274336,0.596734,0.615151,0.666667,0.964607,0.547988,0.614447,0.724359,0.399707,0.789524,0.783856,0.5,0.919786,0.725,0.243574,0.344371,0.699374,0.495272,0.956322,0.321789,0.563114,0.40876,0.425743
OneR-B-60,0.268694,0.836303,0.594887,0.464602,0.487805,0.5632,0.906716,0.769417,0.657343,0.923891,0.152381,0.152381,0.700231,0.479068,0.815217,0.67663,0.855072,0.717,0.496296,0.497268,0.744575,0.619898,0.461282,0.705415,0.5,0.378788,0.716172,0.785714,0.725926,0.845161,0.962248,0.827477,0.333333,0.664581,0.247968,0.807018,0.17235,0.610508,0.40625,0.75,0.5,0.75,0.733871,0.671296,0.585799,0.805556,0.778689,0.985229,0.709722,0.269674,0.935538,0.39597,0.677778,0.274336,0.596527,0.595094,0.666667,0.961603,0.547988,0.614447,0.715865,0.399707,0.782035,0.7943,0.5,0.919786,0.725,0.243574,0.344371,0.699374,0.483977,0.956322,0.323569,0.5636,0.391397,0.425743
OneR-B-70,0.260634,0.836303,0.595133,0.464602,0.487805,0.568,0.906716,0.769417,0.657343,0.921889,0.152381,0.152381,0.700231,0.479973,0.815217,0.67663,0.855072,0.717,0.496296,0.497268,0.74056,0.483135,0.403427,0.711329,0.5,0.378788,0.716172,0.785714,0.725926,0.845161,0.967391,0.740171,0.333333,0.664581,0.247968,0.807018,0.17235,0.61401,0.40625,0.75,0.5,0.75,0.733871,0.671296,0.585799,0.805556,0.778689,0.985229,0.709722,0.264917,0.933401,0.393221,0.677778,0.274336,0.780241,0.584921,0.666667,0.963627,0.547988,0.614447,0.595192,0.399707,0.790089,0.795539,0.5,0.919786,0.725,0.243574,0.344371,0.699374,0.456856,0.956322,0.272583,0.566257,0.371593,0.425743
OneR-B-80,0.26187,0.836303,0.595133,0.464602,0.487805,0.581029,0.906716,0.769417,0.657343,0.910348,0.152381,0.152381,0.700231,0.48201,0.815217,0.67663,0.855072,0.716,0.496296,0.497268,0.735967,0.520833,0.35514,0.741363,0.5,0.378788,0.716172,0.785714,0.725926,0.845161,0.967126,0.735043,0.333333,0.664581,0.247968,0.807018,0.17235,0.571659,0.40625,0.75,0.5,0.75,0.733871,0.671296,0.585799,0.805556,0.778689,0.985229,0.709722,0.271708,0.933753,0.389202,0.677778,0.274336,0.592535,0.571429,0.666667,0.965005,0.547988,0.614447,0.605769,0.399707,0.789756,0.778191,0.5,0.919786,0.725,0.243574,0.344371,0.699374,0.467072,0.956322,0.124243,0.5654,0.376617,0.425743
